"country","item","element","Unit","Date","Value"
"Sri Lanka","Cabbages and other brassicas","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M8",45200
"Sri Lanka","Cabbages and other brassicas","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M9",40596
"Sri Lanka","Cabbages and other brassicas","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M10",46520
"Sri Lanka","Cabbages and other brassicas","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M11",58628
"Sri Lanka","Cabbages and other brassicas","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M12",50340
"Sri Lanka","Cabbages and other brassicas","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013",42853.9
"Sri Lanka","Cabbages and other brassicas","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M1",65414
"Sri Lanka","Cabbages and other brassicas","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M2",45102
"Sri Lanka","Cabbages and other brassicas","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M3",42013
"Sri Lanka","Cabbages and other brassicas","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M4",32284
"Sri Lanka","Cabbages and other brassicas","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M5",46602
"Sri Lanka","Cabbages and other brassicas","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M6",69000
"Sri Lanka","Cabbages and other brassicas","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M7",54585
"Sri Lanka","Cabbages and other brassicas","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M8",43293
"Sri Lanka","Cabbages and other brassicas","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M9",34045
"Sri Lanka","Cabbages and other brassicas","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M10",30819
"Sri Lanka","Cabbages and other brassicas","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M11",28858
"Sri Lanka","Cabbages and other brassicas","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M12",22232
"Sri Lanka","Cabbages and other brassicas","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014",43380.4
"Sri Lanka","Cabbages and other brassicas","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M1",21718
"Sri Lanka","Cabbages and other brassicas","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M2",25968
"Sri Lanka","Cabbages and other brassicas","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M3",23712
"Sri Lanka","Cabbages and other brassicas","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M4",23971
"Sri Lanka","Cabbages and other brassicas","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M5",30694
"Sri Lanka","Cabbages and other brassicas","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M6",61213
"Sri Lanka","Cabbages and other brassicas","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M7",75710
"Sri Lanka","Cabbages and other brassicas","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M8",53793
"Sri Lanka","Cabbages and other brassicas","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M9",42652
"Sri Lanka","Cabbages and other brassicas","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M10",36089
"Sri Lanka","Cabbages and other brassicas","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M11",57470
"Sri Lanka","Cabbages and other brassicas","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M12",67574
"Sri Lanka","Cabbages and other brassicas","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2015",58566.4
"Sri Lanka","Cabbages and other brassicas","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2005",27470
"Sri Lanka","Cabbages and other brassicas","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2006",25350
"Sri Lanka","Cabbages and other brassicas","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2007",29040
"Sri Lanka","Cabbages and other brassicas","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2008",35960
"Sri Lanka","Cabbages and other brassicas","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2009",32480
"Sri Lanka","Cabbages and other brassicas","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2010",36770
"Sri Lanka","Cabbages and other brassicas","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2011",43120
"Sri Lanka","Cabbages and other brassicas","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2012",38440
"Sri Lanka","Cabbages and other brassicas","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2013",42853.9
"Sri Lanka","Cabbages and other brassicas","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2014",43380.4
"Sri Lanka","Cabbages and other brassicas","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2015",58566.4
"Sri Lanka","Cabbages and other brassicas","Producer Price (US $/tonne)","US $/tonne","2005",273.354222
"Sri Lanka","Cabbages and other brassicas","Producer Price (US $/tonne)","US $/tonne","2006",244.061366
"Sri Lanka","Cabbages and other brassicas","Producer Price (US $/tonne)","US $/tonne","2007",262.55934
"Sri Lanka","Cabbages and other brassicas","Producer Price (US $/tonne)","US $/tonne","2008",331.936419
"Sri Lanka","Cabbages and other brassicas","Producer Price (US $/tonne)","US $/tonne","2009",282.582217
"Sri Lanka","Cabbages and other brassicas","Producer Price (US $/tonne)","US $/tonne","2010",325.254312
"Sri Lanka","Cabbages and other brassicas","Producer Price (US $/tonne)","US $/tonne","2011",390
"Sri Lanka","Cabbages and other brassicas","Producer Price (US $/tonne)","US $/tonne","2012",301.2
"Sri Lanka","Cabbages and other brassicas","Producer Price (US $/tonne)","US $/tonne","2013",332
"Sri Lanka","Cabbages and other brassicas","Producer Price (US $/tonne)","US $/tonne","2014",332.3
"Sri Lanka","Cabbages and other brassicas","Producer Price (US $/tonne)","US $/tonne","2015",431.1
"Sri Lanka","Carrots and turnips","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2005",37860
"Sri Lanka","Carrots and turnips","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2006",41510
"Sri Lanka","Carrots and turnips","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2007",44150
"Sri Lanka","Carrots and turnips","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2008",56800
"Sri Lanka","Carrots and turnips","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2009",53200
"Sri Lanka","Carrots and turnips","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2010",60970
"Sri Lanka","Carrots and turnips","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2010M1",62913
"Sri Lanka","Carrots and turnips","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2010M2",47631
"Sri Lanka","Carrots and turnips","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2010M3",54410
"Sri Lanka","Carrots and turnips","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2010M4",55128
"Sri Lanka","Carrots and turnips","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2010M5",61190
"Sri Lanka","Carrots and turnips","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2010M6",101185
"Sri Lanka","Carrots and turnips","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2010M7",66971
"Sri Lanka","Carrots and turnips","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2010M8",56321
"Sri Lanka","Carrots and turnips","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2010M9",47853
"Sri Lanka","Carrots and turnips","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2010M10",49878
"Sri Lanka","Carrots and turnips","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2010M11",57988
"Sri Lanka","Carrots and turnips","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2010M12",70194
"Sri Lanka","Carrots and turnips","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011",75170
"Sri Lanka","Carrots and turnips","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M1",82230
"Sri Lanka","Carrots and turnips","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M2",99110
"Sri Lanka","Carrots and turnips","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M3",129570
"Sri Lanka","Carrots and turnips","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M4",99150
"Sri Lanka","Carrots and turnips","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M5",73250
"Sri Lanka","Carrots and turnips","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M6",63050
"Sri Lanka","Carrots and turnips","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M7",45460
"Sri Lanka","Carrots and turnips","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M8",49120
"Sri Lanka","Carrots and turnips","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M9",45930
"Sri Lanka","Carrots and turnips","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M10",57130
"Sri Lanka","Carrots and turnips","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M11",59980
"Sri Lanka","Carrots and turnips","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M12",98080
"Sri Lanka","Carrots and turnips","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012",63460
"Sri Lanka","Carrots and turnips","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M1",52966
"Sri Lanka","Carrots and turnips","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M2",41734
"Sri Lanka","Carrots and turnips","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M3",48943
"Sri Lanka","Carrots and turnips","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M4",35053
"Sri Lanka","Carrots and turnips","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M5",49955
"Sri Lanka","Carrots and turnips","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M6",67500
"Sri Lanka","Carrots and turnips","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M7",70805
"Sri Lanka","Carrots and turnips","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M8",74059
"Sri Lanka","Carrots and turnips","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M9",59474
"Sri Lanka","Carrots and turnips","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M10",68722
"Sri Lanka","Carrots and turnips","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M11",110028
"Sri Lanka","Carrots and turnips","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M12",82256
"Sri Lanka","Carrots and turnips","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013",67376
"Sri Lanka","Carrots and turnips","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M1",81819
"Sri Lanka","Carrots and turnips","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M2",85904
"Sri Lanka","Carrots and turnips","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M3",70891
"Sri Lanka","Carrots and turnips","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M4",63268
"Sri Lanka","Carrots and turnips","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M5",69956
"Sri Lanka","Carrots and turnips","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M6",86219
"Sri Lanka","Carrots and turnips","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M7",84993
"Sri Lanka","Carrots and turnips","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M8",81061
"Sri Lanka","Carrots and turnips","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M9",59543
"Sri Lanka","Carrots and turnips","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M10",47690
"Sri Lanka","Carrots and turnips","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M11",38311
"Sri Lanka","Carrots and turnips","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M12",38857
"Sri Lanka","Carrots and turnips","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014",75434.4
"Sri Lanka","Carrots and turnips","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M1",48907
"Sri Lanka","Carrots and turnips","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M2",43714
"Sri Lanka","Carrots and turnips","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M3",55335
"Sri Lanka","Carrots and turnips","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M4",56993
"Sri Lanka","Carrots and turnips","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M5",63710
"Sri Lanka","Carrots and turnips","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M6",100520
"Sri Lanka","Carrots and turnips","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M7",110467
"Sri Lanka","Carrots and turnips","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M8",66844
"Sri Lanka","Carrots and turnips","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M9",59202
"Sri Lanka","Carrots and turnips","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M10",65328
"Sri Lanka","Carrots and turnips","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M11",88494
"Sri Lanka","Carrots and turnips","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M12",145700
